Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),Maximum area this plant require (inches),Soil depth for sowing (inches),Plant name
Vegetable,Aipo 'Tall Utah',18.5,4.6,15.2,0.25,3.8,28800,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""United States"",""Canada"",""Europe""]","[""Spring"",""Summer"",""Fall""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,aipo ‘tall utah’
Herb,Anis erva-doce,20,5,18,0.3,4,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,24,0.5,anis erva-doce
Herb,Coentros,18,5,15,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,0.5,coentros
Herb,Cominho Preto,24,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Middle East"",""South America""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,cominho preto
Shrub,Endro,25,5,20,0.4,4,300,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,2,endro
Legume,Feno-Grego,20,5,18,0.3,4,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Middle East"",""India""]","[""Spring"",""Autumn""]",40,40,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,feno-grego
Herb,Manjericão 'Canela',25,5,27,0.4,4,30000,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Mediterranean regions""]","[""Start of summer""]",40,35,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,24,12,0.2,manjericão 'canela'
Herb,Manjericão 'Genovese',18.6,2.3,20.2,0.35,4.7,18000,60,"[""Loam"",""Clay"",""Sandy""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer""]",40,35,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.2,manjericão 'genovese'
Herb,Manjericão 'Limão',25,5,20,0.3,3,6000,60,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.2,manjericão 'limão'
Herb,Manjericão 'Tailandês',25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,manjericão 'tailandês'
Herb,Manjericão 'Vermelho',25,5,20,0.4,3,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,24,12,0.5,manjericão 'vermelho'
Herb,Manjerico,18-25,5-10,15-20,0.2-0.3,3-5,24000-28000,50-70,"[""Well-drained"",""Sandy"",""Loamy""]","[""Mediterranean"",""Subtropical""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,12-18,6x6,0.2-0.4,manjerico
Vegetable,Salsa 'Comun 3',25,5,20,0.4,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mexico"",""United States"",""South America""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Organic compost""]",2,24,12,1,salsa 'comun 3'
Vegetable,Salsa 'Gigante de Itália',20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Southern Europe"",""Southwestern United States""]","[""Start summer"",""Late spring"",""Early fall""]",25,35,10,12-24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,0.5,salsa 'gigante de itália'
Sesame,Sésamo Preto,25,10,30,0.3,5,6000,60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Brazil"",""India"",""Nigeria""]","[""Summer"",""Monsoon""]",40,40,50,48,"[""NPK"",""Compost""]",4,36,12,1,sésamo preto
Herb,Alcaravia,20,5,15,0.3,3,3600,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,alcaravia
Herb,Cebolinho,18,5,20,0.3,3,3600,70,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Fall""]",30,30,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,6,0.5,cebolinho
Herb,Cebolinho chinês,18,5,15,0.3,3,28800,70,"[""Loamy soil"",""Well-drained soil""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,12,6,0.5,cebolinho chinês
Herb,Erva-cidreira,20,5,18,0.4,3,3600,70,"[""Loamy"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Spring"",""Summer""]",30,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,erva-cidreira
Herb,Hissopo - Erva Sagrada,20,5,18,0.3,4,3600,60,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.5,hissopo - erva sagrada
Herb,Sálvia,20,5,18,0.4,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""California"",""Texas""]","[""Spring"",""Summer"",""Fall""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.5,sálvia
Herb,Segurelha,18,5,20,0.3,3,20000,70,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.5,segurelha
Herb,Tomilho,20,5,18,0.3,4,24000,60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean region"",""Southwestern United States"",""South America""]","[""Spring"",""Summer""]",40,35,10,24,"[""NPK 10-10-10"",""Compost""]",4,12,12,0.2,tomilho
Legume,Feijão Grão Seco 'Catarino',25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Brazil"",""Portugal"",""Angola""]","[""Spring"",""Summer""]",30,40,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,36,2,feijão grão seco 'catarino'
Legume,Feijão Verde 'Capitano',20,5,18,0.3,3,18000,70,"[""Sandy loam"",""Clay loam""]","[""Brazil"",""Portugal"",""Angola""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,10,2,feijão verde 'capitano'
Vegetable,Feijão Verde 'Cobra',25,5,20,0.3,3,3000,70,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Region A"",""Region B"",""Region C""]","[""Summer"",""Rainy Season""]",20,35,50,48,"[""Nitrogen-based"",""Phosphorus-based""]",3,24,12,1,feijão verde 'cobra'
Legume,Feijão Verde 'Compass',25,5,22,0.3,4,6000,60,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""South America"",""Central America""]","[""Year-round"",""Start of summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,feijão verde 'compass'
Vegetable,Feijão Verde 'Dior',25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Brazil"",""Portugal"",""Angola""]","[""Year-round"",""Start of summer""]",30,35,50,Every 2 days,"[""NPK 10-10-10"",""Organic compost""]",3,24,12,2,feijão verde 'dior'
Legume,Feijão verde 'domino',20,5,22,0.4,3,6000,70,"[""Sandy loam"",""Loam"",""Clay""]","[""Brazil"",""Portugal"",""Angola""]","[""Summer"",""Spring""]",30,35,50,48,"[""NPK 10-10-10"",""Compost""]",4,24,36,2,feijão verde 'domino'
Vegetable,Feijão Verde 'Golden Gate',25,5,20,0.3,3,3000,70,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Region A"",""Region B"",""Region C""]","[""Start of summer"",""Late summer"",""Early autumn""]",40,35,20,Every 2 days,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",Every 3 weeks,24,12,2,feijão verde 'golden gate'
Vegetable,Feijão Verde 'Helda',25,5,20,0.3,4,6000,60,"[""Loamy"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Summer"",""Rainy""]",40,35,20,48,"[""Organic compost"",""NPK fertilizer""]",2,24,12,2,feijão verde 'helda'
Legume,Feijão Verde 'Vitalis',25 °C,5 mm,20 °C,0.3 m³/m³,4 mm/day,300 seconds,50%,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30 km/h,35 °C,50 mm,48 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks,24 in,18 in,2 in,feijão verde 'vitalis'
Root vegetable,Beterraba 'd'egypte',24,2,18,0.3,4,6000,70,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Mediterranean climate regions"",""Temperate regions""]","[""Start of spring"",""Autumn""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,beterraba 'd'egypte'
Vegetable,Beterraba 'Detroit Globe',20,5,18,0.2,3,3000,60,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,16,12,0.5,beterraba 'detroit globe'
Vegetable,Beterraba 'Tonda di Chioggia',15-25,2-5,10-20,0.3-0.4,3-6,3000-3500,60-70,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Fall""]",30,35,10,24,"[""NPK fertilizers"",""Organic compost""]",4-6,12,6,1,beterraba 'tonda di chioggia'
Legume,Fava 'Super Aguadulce',15,3,12,0.25,4,18000,60,"[""Sandy loam"",""Loam"",""Clay""]","[""Mediterranean region"",""Coastal areas"",""Temperate climates""]","[""Start of spring"",""Early summer"",""Late summer""]",60,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,24,2,fava 'super aguadulce'
Herb,Funcho Géant Mammouth Perfection,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Southwestern United States""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Fish emulsion""]",4,36,24,0.5,funcho géant mammouth perfection
Vegetable,Cenoura 'Jaune du Doubs',15,5,12,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Well-drained soil""]","[""France"",""Switzerland"",""United States""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,20,12,1,cenoura 'jaune du doubs'
Vegetable,Cenoura 'Nantes',20,5,15,0.2,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mild temperate regions"",""Subtropical regions""]","[""Spring"",""Autumn""]",40,35,10,48,"[""NPK 10-10-10"",""Organic compost""]",2,12,6,0.5,cenoura 'nantes'
Vegetable,Cenoura 'Rodelika',20,5,15,0.3,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,8,0.5,cenoura 'rodelika'
Vegetable,Kit Cenoura 'Pau Roxo Quinta das Seis Marias',20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy Loam""]","[""Region A"",""Region B""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,0.5,kit cenoura 'pau roxo quinta das seis marias'
Legume,Grão-de-bico Casal Vouga,15-25,5-10,10-20,0.3-0.4,3-5,18000-22000,40-60,"[""Loam"",""Sandy Loam""]","[""Mediterranean region"",""Central Europe""]","[""Spring"",""Autumn""]",30,35,20,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,18-24,12-16,2-4,grão-de-bico casal vouga
Legume,Chícharo,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central Mexico""]","[""Spring"",""Fall""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,chícharo
Vegetable,Alho-francês 'Carentan 2',16,5,14,0.3,4,3600,70,"[""Loam"",""Sandy loam""]","[""France"",""United Kingdom"",""Belgium""]","[""Start of spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus""]",4,24,12,2,alho-francês 'carentan 2'
Vegetable,Cebola 'Branca de Lisboa',15-25,2-4,10-20,0.2-0.4,3-5,24000-28000,50-70,"[""Loam"",""Sandy loam""]","[""Portugal"",""Spain"",""France""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4-6,18,12,0.5,cebola 'branca de lisboa'
Vegetable,cebola 'gigante de estugarda',20,5,18,0.3,3,20000,60,"[""loam"",""sandy loam""]","[""temperate regions"",""cool climates""]","[""Spring"",""Autumn""]",40,35,50,48,"[""nitrogen"",""phosphorus"",""potassium""]",4,24,12,2,cebola 'gigante de estugarda'
Vegetable,Cebola 'Rosso di Firenze',18,3,15,0.3,2,3600,70,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Europe""]","[""Start summer"",""Autumn""]",30,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,2,cebola 'rosso di firenze'
Vegetable,Pastinaca 'Tender and True',16,5,12,0.3,4,3600,60,"[""Loam"",""Sandy Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""All-purpose fertilizer""]",4,36,24,0.5,pastinaca 'tender and true'
Vegetable,ervilha 'heraut',18,5,15,0.25,2,6000,60,"[""loam"",""silt"",""clay""]","[""temperate regions"",""moderate climates""]","[""Spring"",""Fall""]",20,35,30,48,"[""nitrogen-based fertilizer"",""phosphorus-based fertilizer""]",4,24,12,2,ervilha 'heraut'
Legume,ervilha 'maravilha de kelvedon',15,5,12,0.3,4,18000,70,"[""loamy"",""sandy""]","[""temperate regions"",""coastal areas""]","[""Spring"",""Fall""]",30,40,50,24,"[""nitrogen"",""phosphorus"",""potassium""]",4,24,12,2,ervilha 'maravilha de kelvedon'
Vegetable,Black Radish,18.5,3.2,15.2,0.23,2.8,32000,65,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Autumn""]",40,35,30,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",3,12,8,2,rabanete 'black radish'
Vegetable,Rabanete 'Cherry Belle',20,5,15,0.3,3,18000,70,"[""Loam"",""Sandy loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Autumn""]",40,35,20,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,8,12,0.5,rabanete 'cherry belle'
Vegetable,Rabanete 'French Breakfast 2',15,5,12,0.3,3,3000,70,"[""Sandy loam"",""Loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Early Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,6,12,0.5,rabanete 'french breakfast 2'
Vegetable,Rabanete 'Saxa 2',15,5,12,0.3,3,18000,60,"[""Sandy loam"",""Loamy sand""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,8,6,0.5,rabanete 'saxa 2'
Vegetable,Rabanete 'Sora',25,5,18,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,6,0.5,rabanete 'sora'
Vegetable,Rabanete 'White Icicle',15,5,18,0.4,3,18000,60,"[""Loamy"",""Sandy""]","[""Mild Temperate Regions"",""Subtropical Regions""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,6,8,1,rabanete 'white icicle'
Vegetable,Nabo 60 dias,20,5,18,0.4,4,300,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,8,12,0.5,nabo 60 dias
Vegetable,Nabo 'Di Milano a Colleto Viola,15,5,12,0.4,3,18000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,20,12,0.5,nabo 'di milano a colleto viola'
Vegetable,Nabo 'Gandra',20,5,15,0.3,3,30000,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,12,8,0.5,nabo 'gandra'
Herb,Koreaans Mint,20,5,18,0.3,3,18000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Korea"",""China"",""Japan""]","[""Spring"",""Summer"",""Autumn""]",20,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,dropplant - koreaans mint
Herb,Absintalsem,25,5,20,0.3,4,18000,70,"[""Loam"",""Sandy Loam""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",20,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,30,12,0.5,absintalsem
Flower,Afrikaantje,20,5,18,0.25,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Sunny gardens"",""Rock gardens"",""Borders""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",4,24,12,0.5,afrikaantje
Flowering plant,Amarant,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Warm temperate regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4,36,12,1,amarant
Flowering Plant,Amarant Golden,25,5,20,0.4,3,3600,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",30,40,20,48,"[""NPK"",""Organic compost""]",4,36,12,0.5,amarant golden
Vegetable,Augurk Fin de Meaux,20,5,18,0.2,3,3000,70,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",2,24,12,1,augurk fin de meaux
Cucumber,Augurk Petit Vert de Paris,20,5,18,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""France"",""Netherlands"",""Belgium""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,12,24,1,augurk petit vert de paris
Vegetable,Augurk Vorgebirgtstrauben,20,5,18,0.3,3,3600,50,"[""Loam"",""Sandy loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,60,24,1,augurk vorgebirgtstrauben
Herb,Basilicum Grootbladige,24,5,20,0.25,3,30000,60,"[""Loam"",""Clay""]","[""Mediterranean"",""Subtropical""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.2,basilicum grootbladige
Herb,Basilicum Paarse,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Southern Europe"",""North America""]","[""Spring"",""Summer"",""Fall""]",25,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,basilicum paarse
Herb,Basilicum Thaise,24,5,20,0.3,3,1800,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,basilicum thaise
Herb,Bernagie,18,5,15,0.25,2,30000,60,"[""Loam"",""Sandy loam"",""Clay loam"",""Silty loam""]","[""Mediterranean region"",""North Africa"",""Western Asia""]","[""Spring"",""Summer"",""Fall""]",30,30,20,48,"[""Compost"",""Organic liquid fertilizer""]",2,24,12,0.5,bernagie
Herb,Bieslook,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,20,12,0.5,bieslook
Leafy Vegetable,Bindsla Rouge Oreilles du Diable,15 - 25,5 - 10,10 - 20,0.3 - 0.5,3 - 5,18000 - 20000,60 - 80,"[""Sandy loam"",""Loamy sand"",""Silt loam""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",2,8,12,0.5,bindsla rouge oreilles du diable
Leafy Vegetable,Bladmosterd Mizuna,10-25,2-5,10-20,0.2-0.4,2-4,3000-4000,40-70,"[""Sandy loam"",""Loam"",""Clay""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Early summer"",""Autumn""]",20,35,50,24-48,"[""Nitrogen-based fertilizer"",""Compost""]",4-6,12-18,12-18,0.5-1,bladmosterd mizuna
Leafy Vegetable,Bladmosterd Mustard Rouge Metis,20,5,18,0.3,4,3600,70,"[""Loamy"",""Sandy""]","[""Moderate climates"",""Temperate regions""]","[""Spring"",""Fall""]",30,40,20,24,"[""Organic compost"",""Liquid fertilizer""]",2,12,12,0.5,bladmosterd mosterd rouge metis
Leafy Vegetable,Bladmosterd Red Giant,10-25,2-5,12-18,0.3-0.5,4-6,500-800,40-70,"[""Loamy"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Autumn""]",20,35,10,12-24,"[""Organic compost"",""NPK fertilizers""]",4-6,18-24,12x12,0.5-1,bladmosterd red giant
Leafy vegetable,Bladmosterd Wasabina,20,5,18,0.3,3,24000,60,"[""Sandy loam"",""Loamy soil""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,8,0.5,bladmosterd wasabina
Flowering plant,Blauw Vlas,20,5,15,0.4,3,3000,60,"[""Loamy soil"",""Sandy soil""]","[""Mediterranean regions"",""Temperate regions""]","[""Spring"",""Summer""]",40,35,10,48,"[""Organic compost"",""NPK fertilizer""]",4,24,12,0.5,blauw vlas
Perennial,Blauwgroene Herfst,20,5,15,0.3,4,24000,70,"[""Loam"",""Sandy Loam""]","[""Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,blauwgroene herfst
Shrub,Winterprei,20,5,18,0.3,2,3600,60,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Autumn""]",30,35,50,48,"[""NPK"",""Organic compost""]",4,60,24,2,winterprei
Brassica oleracea,Witte Kool de Wädenswil,10-20,1-2,8-15,0.3-0.5,3-5,18000,60-70,"[""Loamy"",""Sandy loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,12-18,12-18,0.5-1,witte kool de wädenswil
Vegetable,Wortel,15,5,10,0.3,2,18000,70,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,72,"[""NPK"",""Compost"",""Manure""]",4,12,6,0.5,wortel
Vegetable,Wortel Amsterdam 2,18.5,3.2,15.8,0.25,4.7,31500,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,24,"[""10-10-10"",""15-15-15"",""20-20-20""]",4,12,6,0.5,wortel amsterdam 2
Vegetable,Wortel Flakkese 2,15,5,18,0.3,3,18000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",3,12,12,0.5,wortel flakkese 2
Vegetable,Wortel Nantes 2,18,5,14,0.25,3,3000,70,"[""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,14,12,0.5,wortel nantes 2
Vegetable,Wortel Rouge Sang,18,3,15,0.3,2,3600,70,"[""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,12,4,2,wortel rouge sang
Root vegetable,Wortelpeterselie Halflange,18,4,15,0.3,2,12000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,wortelpeterselie halflange
Flower,Zinnia Carroussel,20-30,5-10,15-25,0.2-0.3,2-5,3000-3500,40-60,"[""Well-drained soil"",""Loamy soil""]","[""Full sun"",""Partial shade""]","[""Summer"",""Late Spring"",""Early Fall""]",40,35,20,48-72,"[""Organic compost"",""Slow-release fertilizer""]",4-6,24,12x12,0.25,zinnia carroussel
Annual,Zomeralsem,22,5,18,0.35,4,3600,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Start of summer""]",30,35,20,24,"[""NPK fertilizer"",""Compost""]",4,24,12,1,zomeralsem
Flower,Zonnebloem Grote Gele,20,5,15,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Sunny areas"",""Well-drained soil""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,120,24,1,zonnebloem grote gele
