,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Sunshine Duration,Humidity(%),Rainfall Alert Maximum Rain (mm)
446,25,5,20,6000,60,20
447,22,3,18,3000,60,20
448,20,5,15,3600,60,20
449,20,5,18,3600,60,20
450,15-25,5-10,15-20,6-8,60-80,30
451,25,5,20,6000,70,30
452,15-25,5-10,15-20,6-8,50-70,50-100
453,25,5,20,6000,60,20
454,20,5,18,6000,60,20
455,20,5,15,300,70,50
456,25,10,20,3600,60,50
457,20,5,18,6000,60,30
458,20,5,15,3600,60,20
459,20,2,18,6000,70,10
460,18,5,15,18000,70,30
461,20 °C,5 mm,15 °C,8 hours,60%,50 mm
462,15-25,5-10,15-20,18000-22000,50-70,20
463,20,5,18,3600,60,15
464,20,5,15,600,70,20
465,15-30,5-10,15-25,18000-22000,40-70,20
466,22,3,18,600,70,20
467,25,5,18,6000,60,30
468,25,5,20,3600,60,20
469,20,5,18,18000,60,50
470,18,5,12,28800,60,20
471,10-20,2-4,10-20,6-8,50-70,20
472,15-20,2-5,12-18,4000-5000,50-70,10
473,20,5,15,3600,60,20
474,20,5,18,24000,60,20
475,20,5,15,6000,60,20
476,15,5,10,18000,60,20
477,10,5,12,24000,60,20
478,18,2,15,3600,60,10
479,10-20,5-10,10-15,4-6,60-80,20-30
480,18,5,15,28800,60,20
481,15,3,10,3600,60,20
482,15,5,18,3600,60,20
483,15,5,18,6000,70,20
484,20,5,18,6000,65,15
485,18.5,5.2,15.4,25000,60,20
486,20,5,18,3600,60,20
487,15-25,10-20,15-20,3000-3500,40-70,50-100
488,15,5,18,3600,60,20
489,15-25,2-5,15-20,6-8,60-80,20
490,20,5,18,6000,60,20
491,15-25,2-5,10-20,6-8,40-60,20
492,20,5,18,3600,60,20
493,20,5,18,600,60,20
494,20 °C,2 mm,18 °C,600 seconds,60%,50 mm
495,10-25,2-5,10-20,3000-4000,50-70,10
496,20,5,18,3600,60,20
497,20,5,18,18000,60,50
498,20,5,15,3600,70,15
499,10-18,2-5,8-15,24000-28000,40-70,10
500,20,5,18,3600,60,20
501,15,3,10,18000,70,20
502,18,5,15,28800,60,20
503,10-25,2-5,10-20,6000-8000,60-80,20
504,25,5,20,3600,60,20
505,18,5,15,18000,60,20
506,20,5,18,3600,60,20
507,15-25,5-10,15-20,2400-2800,40-60,20
508,20,5,15,3000,60,20
509,10-25,2-5,10-20,6-8,50-70,10
510,15,5,18,24000,70,20
511,20,5,15,18000,70,10
512,15,5,12,3600,60,20
513,15,5,20,18000,70,25
514,15,2,12,3600,70,20
515,18,5,15,3600,60,20
516,18,5,15,12000,60,20
517,15,5,10,3000,70,20
518,15,5,18,6000,60,20
519,15,5,12,3600,70,20
520,15,5,18,12000,70,20
521,15,5,12,6000,60,50
522,15-25,5-10,10-15,6-8,60-70,15
523,10-25,2-5,10-20,6-8,40-70,20
524,15,5,10,3600,70,20
525,22,5,18,20000,70,50
526,20 °C,5 mm,18 °C,600 seconds,60%,10 mm
527,25,10,20,3000,60,50
528,20-30,5-10,15-20,6-8,50-70,20-30
529,20,5,18,300,70,20
530,15,5,18,18000,60,50
531,18,2,15,6000,60,10
532,20,5,15,3600,70,30
533,20,5,18,30000,60,20
534,20,5,15,12000,60,20
535,20,5,18,3600,70,20
536,15-25,5-10,10-15,240-300,60-70,30
537,20,5,15,300,60,20
538,20,5,15,18000,60,20
539,20,5,18,3000,60,20
540,20,5,18,24000,70,20
541,18,5,15,18000,60,20
542,18,5,15,24000,50,20
543,15,5,12,2400,70,20
544,15,5,12,3600,70,20
545,18,5,15,3600,60,30
546,18.5,3.2,15.8,26400,65,10
547,10-20,2-5,10-15,3000-3500,40-70,20
548,-5,2.5,8,18000,60,20
549,20,5,18,6000,70,30
550,15,3,12,3600,70,20
551,18,5,15,18000,60,10
552,18.5,2.5,15.2,25000,65,20
553,8 - 20,2 - 5,10 - 15,18000 - 22000,50 - 70,20
554,18.5,5.2,15.7,28800,65,20
555,18,5,15,18000,60,20
556,18,5,15,3600,70,20
557,25,5,20,3600,60,20
558,25,5,20,6000,70,20
559,15,5,12,18000,70,20
560,10-25,2-5,10-20,5-8,50-70,10-20
561,10-20,2-5,10-15,6-8,40-70,10
562,15,5,12,3600,70,15
563,15,5,12,6000,70,30
564,15,5,18,3600,70,20
565,15,5,10,3000,60,20
566,15.5,2.5,12.8,24000,65,50
567,18,5,15,24000,70,50
568,18,5,15,6000,60,20
569,15,3,12,300,70,15
570,18,5,15,3600,60,20
571,15,5,12,18000,60,20
572,18,4,15,3000,60,20
573,18,5,15,3600,70,20
574,15-20,2-5,10-15,6-8,60-70,20
575,20,5,15,3600,60,20
576,15.5,5.2,14.8,21600,70,20
577,18,5,15,3600,60,20
578,15,5,18,24000,60,20
579,15,5,12,6000,70,20
580,10-25,2-4,8-18,18000-22000,40-70,10-20
581,10-25,2-5,10-20,24000-28000,40-70,10
582,12,5,10,3600,70,20
583,15,2,12,3600,70,20
584,15,5,10,24000,60,30
585,22,5,15,18000,70,20
586,18,5,15,3600,60,10
587,15,5,12,3600,70,20
588,10-20,5-15,5-15,24000-28000,60-80,20-30
589,15.5,3.2,16.8,21600,65,20
590,18,5,15,3600,70,15
591,15-20,1-3,10-15,24000-28000,50-70,15-20
592,15-25,2-5,10-20,18000-22000,50-70,20
593,10-25,1-5,8-20,18000-22000,40-70,10
594,20,5,18,3600,70,20
595,18,5,15,2400,70,20
596,20,5,18,3600,60,20
597,10-25,5-15,10-20,24000-28000,50-70,10-20
598,22,5,18,18000,60,30
599,10-25,5-15,10-20,3000-4000,60-80,20
600,20,5,18,3600,60,20
601,20.5,5.2,18.3,2400,65,50
602,20,5,18,3600,60,20
603,24,3,18,3600,60,20
604,20,5,15,3600,70,20
605,18,3,15,3600,65,30
606,20,5,18,3600,70,20
607,20,5,15,600,60,20
608,18-25,2-5,15-20,6-8,50-70,25
609,22,5,18,3600,60,20
610,20,5,18,24000,60,50
611,20,3,18,6000,60,20
612,25,5,20,3000,60,20
613,22,5,18,3600,60,15
614,25,5,20,6000,60,20
615,25,5,20,3600,70,50
616,25,5,20,6000,60,50
617,25,5,20,6000,60,50
618,25,5,20,3600,60,50
619,15-30,5-10,15-25,2400-2800,40-70,30
620,20,5,15,600,60,20
621,18,5,15,3600,70,50
622,18,5,15,12000,60,20
623,15,5,18,4000,60,20
624,18,5,15,12000,70,20
625,15,5,18,30000,60,20
626,15,5,18,3600,60,50
627,10-20°C,2-4 mm,10-15°C,6-8 hours,40-60%,30 mm
628,18,5,15,18000,70,20
629,15,5,12,3000,60,10
630,20,5,15,18000,60,20
631,18,10,15,3600,60,20
632,18,5,15,3600,60,20
633,18,5,15,600,60,50
634,20,5,15,6000,70,20
635,20,3,15,3600,70,20
636,15,5,10,6000,70,30
637,20,5,18,18000,60,50
638,15,5,12,600,60,20
639,20,5,18,6000,70,50
640,20,5,18,3600,60,50
641,20,5,18,18000,60,50
642,22,5,18,25000,60,20
643,20,5,18,6000,60,20
644,20,5,18,3000,60,50
645,20,5,18,6000,70,50
646,20,5,18,6000,65,30
647,18,5,15,18000,70,20
648,20,5,15,3600,50,20
649,20,5,18,3600,60,20
650,20,5,18,3600,60,20
651,25,5,20,3600,60,20
652,25,10,20,3000,70,50
653,22.5,5.4,18.3,25000,75,30
654,15-25,5-10,15-20,6-8,40-60,20
655,22,5,18,3600,50,15
656,25,5,20,3600,70,20
657,25,5,20,3600,70,50
658,20,5,18,6000,60,20
659,25,5,20,3600,60,20
660,20,5,18,3600,60,30
661,25,5,20,6000,60,20
662,25,5,20,6000,60,20
663,22,5,18,24000,60,15
664,22,5,18,6000,70,20
665,20,5,15,3600,50,30
666,20-25,5-10,20-25,3000-3500,60-70,20
667,25,5,20,6000,60,10
668,25,3,20,6000,60,10
669,20,10,18,3000,70,50
670,15-25,5-10,10-20,6-8,40-60,20
671,20,5,22,3600,60,30
672,25,5,20,6000,70,15
673,20-30,5-15,15-25,6-8,40-60,20
674,20,5,18,60000,60,20
675,25,5,20,3600,70,10
676,20,5,18,24000,75,20
677,25,10,20,3000,60,20
678,20,5,18,3600,60,20
679,22,5,18,3600,70,20
680,20,5,18,600,70,15
681,23,5,18,3600,60,20
682,25,5,20,30000,60,20
683,20,2,18,30000,70,10
684,25,5,20,6000,60,20
685,25,5,20,6000,60,20
686,20,5,18,6000,60,20
687,20,5,18,3600,60,50
688,25,5,20,18000,70,20
689,25,5,20,6000,60,20
690,25,5,20,6000,60,50
691,20,3,18,30000,60,20
692,18-25,2-5,15-20,6-8,40-60,10
693,20,5,18,3600,70,20
694,20,5,18,3600,60,50
695,20,5,15,3600,70,20
696,25,5,20,6000,70,20
697,25,5,18,3600,60,50
698,25,3,20,3600,60,25
699,20-30,2-5,15-25,8-10,60-80,50
700,25,5,20,6000,70,20
701,25,5,20,3600,60,20
702,25,5,20,3600,70,20
703,22,5,18,600,60,50
704,18-30,2-4,15-25,6-8,60-80,50
705,20,5,18,3600,60,15
706,25,5,20,3600,60,50
707,20,5,18,6000,60,20
708,18,5,15,6000,60,50
709,20,5,18,24000,60,50
710,25,3,20,3600,60,10
711,24,5,20,3600,70,50
712,22,5,18,24000,70,20
713,20,5,18,3600,60,20
714,22,5,20,3600,70,50
715,20,5,18,300,60,50
716,20,5,18,600,70,50
717,22,5,18,3600,60,20
718,20,5,18,18000,60,50
719,20,5,18,3600,60,50
720,20,5,18,3600,60,50
721,20,5,18,3600,60,20
722,18,5,15,600,65,20
723,20,5,18,6000,60,20
724,25,5,20,3600,60,30
725,25,5,20,3600,70,50
726,25.6,3.5,22.3,28000,65,50
727,23.5,5.6,18.7,25000,65,40
728,25,5,20,6000,60,20
729,20,5,18,6000,60,20
730,20,5,18,3600,60,20
731,22,4,18,6000,60,30
732,25,5,20,3600,60,15
733,20,5,18,24000,70,50
734,18,5,20,6000,70,20
735,25,5,20,6000,70,30
736,28,5,25,7200,70,50
737,22,5,18,6000,60,50
738,25,5,20,600,60,20
739,25,5,20,3000,60,20
740,25,5,20,3600,60,20
741,20,5,18,24000,75,20
742,22,5,18,24000,60,20
743,20,5,18,6000,70,20
744,20-25,2-3,18-24,2400-2600,60-80,30
745,20,5,18,3600,60,30
746,20,5,18,5000,60,20
747,22,6,18,3000,60,30
748,25,4,18,12000,60,50
749,24.5,2.5,20,24000,70,50
750,25,5,20,12000,60,50
751,25,5,20,18000,70,50
752,25,5,20,6000,70,50
753,20,5,15,3600,70,50
754,25.6,4.3,22.1,25600,75,50
755,20,5,18,12000,70,20
756,20,5,18,3600,70,20
757,25,10,20,6000,60,50
758,25,5,20,3600,70,20
759,25,5,22,6000,70,20
760,20,5,18,18000,70,20
761,20,5,18,18000,70,50
762,18,5,15,18000,60,50
763,10-18,2-4,5-10,4-6,60-80,20
764,18,5,15,3600,70,20
765,15,5,18,18000,70,20
766,20,5,15,20000,60,20
767,20,5,18,3600,70,50
768,15,5,18,3000,70,20
769,18,5,15,18000,70,20
770,10,5,8,600,70,20
771,15,5,12,3000,60,50
772,15,5,18,18000,70,50
773,20,5,15,6000,60,30
774,20,5,18,600,70,20
775,20,5,15,3000,70,20
776,20,5,18,6000,70,20
777,8-20°C,1-3 mm,5-18°C,4-6 hours,40-70%,10 mm
778,18.5,3.5,15.2,28800,70,20
779,18,5,15,3600,70,20
780,20,5,18,6000,60,30
781,18,5,15,6000,70,50
782,18,5,15,3000,60,20
783,20,5,15,3000,60,20
784,20,5,15,3000,70,30
785,20,5,18,3000,60,10
786,15-20,2-5,10-15,24000-28000,60-70,10-20
787,20,5,18,30000,70,20
788,23,5,18,3600,70,20
789,20.5,10.2,18.7,32400,65,30
790,18,5,15,3600,60,20
791,20,5,18,3600,70,20
792,20,5,15,18000,70,20
793,20,5,18,24000,60,20
794,20,5,17,3000,70,20
795,20-25,4-8,15-20,18000-20000,60-80,50
796,20,5,18,30000,60,20
797,20,5,18,12000,70,15
798,20,5,15,18000,70,20
799,20,5,18,18000,70,10
800,15,5,12,3600,70,30
801,18,3,15,30000,60,20
802,25,5,20,6000,60,20
803,25,5,20,3600,60,20
804,18,5,15,3600,60,20
805,20,5,18,6000,70,20
806,18.5,4.6,15.2,28800,60,50
807,20,5,18,600,60,20
808,18,5,15,3600,60,20
809,24,5,20,6000,60,20
810,25,5,20,300,65,20
811,20,5,18,3000,60,50
812,25,5,27,30000,60,20
813,18.6,2.3,20.2,18000,60,20
814,25,5,20,6000,60,20
815,25,5,20,6000,60,20
816,25,5,20,600,60,20
817,18-25,5-10,15-20,24000-28000,50-70,20
818,25,5,20,6000,60,20
819,20,5,18,6000,60,10
820,25,10,30,6000,60,50
821,20,5,15,3600,50,20
822,18,5,20,3600,70,20
823,18,5,15,28800,70,50
824,20,5,18,3600,70,30
825,20,5,18,3600,60,20
826,20,5,18,3600,60,30
827,18,5,20,20000,70,20
828,20,5,18,24000,60,10
829,25,5,20,3600,60,15
830,20,5,18,18000,70,50
831,25,5,20,3000,70,50
832,25,5,22,6000,60,50
833,25,5,20,6000,60,50
834,20,5,22,6000,70,50
835,25,5,20,3000,70,20
836,25,5,20,6000,60,20
837,25 °C,5 mm,20 °C,300 seconds,50%,50 mm
838,24,2,18,6000,70,20
839,20,5,18,3000,60,50
840,15-25,2-5,10-20,3000-3500,60-70,10
841,15,3,12,18000,60,50
842,20,5,18,18000,60,20
843,15,5,12,3600,60,20
844,20,5,15,3000,60,10
845,20,5,15,6000,60,20
846,20,5,15,3600,60,20
847,15-25,5-10,10-20,18000-22000,40-60,20
848,20,5,18,3600,60,20
849,16,5,14,3600,70,20
850,15-25,2-4,10-20,24000-28000,50-70,20
851,20,5,18,20000,60,50
852,18,3,15,3600,70,10
853,16,5,12,3600,60,50
854,18,5,15,6000,60,30
855,15,5,12,18000,70,50
856,18.5,3.2,15.2,32000,65,30
857,20,5,15,18000,70,20
858,15,5,12,3000,70,20
859,15,5,12,18000,60,20
860,25,5,18,3600,60,20
861,15,5,18,18000,60,20
862,20,5,18,300,70,20
863,15,5,12,18000,60,20
864,20,5,15,30000,60,20
865,20,5,18,18000,70,20
866,25,5,20,18000,70,20
867,20,5,18,6000,60,20
868,25,5,20,3600,60,20
869,25,5,20,3600,50,20
870,20,5,18,3000,70,20
871,20,5,18,3600,60,20
872,20,5,18,3600,50,20
873,24,5,20,30000,60,20
874,20,5,18,3600,60,20
875,24,5,20,1800,60,20
876,18,5,15,30000,60,20
877,20,5,18,3600,60,20
878,15 - 25,5 - 10,10 - 20,18000 - 20000,60 - 80,30
879,10-25,2-5,10-20,3000-4000,40-70,50
880,20,5,18,3600,70,20
881,10-25,2-5,12-18,500-800,40-70,10
882,20,5,18,24000,60,20
883,20,5,15,3000,60,10
884,20,5,15,24000,70,20
885,20,5,18,3600,60,50
886,10-20,1-2,8-15,18000,60-70,20
887,15,5,10,18000,70,20
888,18.5,3.2,15.8,31500,65,20
889,15,5,18,18000,70,20
890,18,5,14,3000,70,20
891,18,3,15,3600,70,10
892,18,4,15,12000,60,20
893,20-30,5-10,15-25,3000-3500,40-60,20
894,22,5,18,3600,60,20
895,20,5,15,18000,60,20
896,20,5,18,300,60,20
897,20,5,18,30000,60,20
898,10-25,2-4,10-20,3000-3500,40-70,50
899,18,5,15,3600,70,20
900,17,3,12,18000,60,20
901,15,5,12,20000,70,20
902,20,5,18,30000,60,50
903,20,5,18,6000,70,20
904,20,5,18,6000,60,10
905,10-30,5-10,10-20,18000-22000,40-70,20
906,25,5,20,6000,60,20
907,20,5,18,6000,70,50
908,18,5,15,24000,60,30
909,18,3,15,18000,65,15
910,23,5,18,3600,60,20
911,20,5,18,6000,60,10
912,20,3,18,18000,60,20
913,20,5,18,3600,70,20
914,22,5,18,3600,60,20
915,18,1.5,15,2400,70,10
916,20,5,18,6000,60,20
917,20,5,18,5000,60,20
918,15-25,2-5,10-20,6-8,40-60,10
919,25,5,18,3600,70,20
920,18,4,20,18000,60,20
921,20,5,18,3600,60,20
922,20,5,15,3600,70,20
923,20,5,18,6000,60,20
924,20,5,18,3600,60,15
925,18,5,15,6000,60,20
926,25,5,20,6000,60,10
927,25,5,20,20000,60,20
928,20,5,18,6000,50,30
929,20,5,15,6000,70,20
930,20,5,15,3600,70,20
931,18,5,15,6000,60,20
932,20,2,18,24000,60,10
933,20,5,18,3600,60,20
934,15,3,12,3600,60,10
935,18,5,15,3600,60,20
936,20,5,18,18000,60,10
937,18,5,15,3600,60,10
938,20,5,18,3600,60,20
939,23,5,18,600,60,20
940,20,5,15,3600,60,20
941,25,5,20,3600,60,20
942,18,5,15,3000,60,20
943,20-25,5-10,15-20,3000-3500,60-80,50
944,18,3,15,300,60,20
945,15-20 °C,2-5 mm,10-15 °C,6-8 hours,40-60%,10 mm
946,15 - 25,2 - 5,12 - 18,6 - 8,40 - 60,10
947,20,5,18,3600,60,20
948,20,5,15,20000,70,20
949,18,3,15,20000,70,20
950,20,5,15,3000,60,10
951,15-20,10-15,10-15,3000-3500,60-70,20
952,15-20,2-5,10-15,20000-25000,60-80,20
953,18,5,15,12000,70,10
954,25,10,20,6000,60,50
955,25,5,20,600,60,10
956,20,5,18,6000,60,30
957,18,5,15,600,60,20
958,21 °C,5 mm,18 °C,8 hours,60%,15 mm
959,20,5,15,3000,60,20
960,20,5,18,3600,60,10
961,25,10,20,18000,60,50
962,25,5,20,3600,60,20
963,20-25,2-4,18-22,6-8,60-80,10
964,25,3,20,30000,60,10
965,25,5,20,3600,70,10
966,20,5,15,3600,60,20
967,18,5,15,24000,70,20
968,25,5,20,600,70,20
969,20,5,18,300,60,50
970,18,3,15,6000,60,20
971,10-25,1-5,10-20,18000-22000,40-70,20-30
972,20,3,18,6000,60,50
973,22,10,20,3600,60,20
974,22,3,18,3600,50,20
975,24,3,18,6000,60,15
976,20,5,18,600,70,20
977,18,3,15,3600,60,20
978,18,5,15,3600,70,20
979,25,5,20,6000,60,20
980,15,5,18,3600,70,20
981,25°C,5 mm,28°C,10 seconds,70%,30 mm
982,24,5,20,3600,60,30
983,20,5,15,18000,60,20
984,18,3,15,24000,60,10
985,25,5,20,3600,60,20
986,8-25,1-5,10-20,18000-25000,30-70,10
987,20.5,5.2,18.3,43200,65,50
988,22,5,18,3600,60,20
989,25,10,20,3600,60,50
990,18,5,15,6000,70,10
991,25,5,20,6000,60,30
992,20,5,18,3600,70,20
993,18,5,16,3600,60,20
994,20,5,18,600,60,30
995,20,5,18,6000,60,20
996,18,3,15,3600,60,20
997,15,5,18,6000,60,20
998,20,5,18,3000,60,20
999,20,5,18,3600,60,50
1000,20,5,15,18000,60,10
1001,20,5,18,3000,60,20
1002,24,5,20,3600,70,30
1003,15,5,12,3600,60,20
1004,16,5,14,18000,70,20
1005,18,3,15,3600,70,20
1006,18,5,15,3000,60,20
1007,15,5,10,18000,60,20
1008,15-25,3-6,10-15,2400-2800,40-60,20
1009,16,2.5,15,24000,70,20
1010,20,5,15,30000,60,30
1011,15,10,12,3600,60,25
1012,15,5,12,3600,60,20
1013,15-25,2-4,10-20,24000-28000,40-60,20
1014,20,5,15,6000,70,10
1015,15,5,12,18000,60,20
1016,20,5,15,3600,60,20
1017,25,2,20,6000,50,50
1018,18,2,15,30000,60,30
1019,15,3,18,24000,60,20
1020,20,3,18,3600,60,10
1021,20,5,18,600,70,20
1022,18,5,15,24000,70,30
1023,20,5,18,6000,60,20
1024,18.5,4.2,15.7,32000,65,20
1025,20,5,15,6000,70,20
1026,5-25,5-10,5-20,18000-22000,40-60,20
1027,20,5,15,6000,60,20
1028,20,5,15,300,60,20
1029,18,5,15,8000,70,20
1030,15,5,12,3000,60,20
0,18,5,15,24000,70,20
1,25,5,18,8000,70,50
2,20-25,5-10,15-20,8000-9000,60-70,50-75
3,25,5,20,600,60,20
4,20,5,18,3000,60,50
5,20,5,18,6000,60,20
6,18,5,15,6000,70,20
7,18,5,15,30000,60,20
8,24,5,18,300,70,20
9,20,5,18,6000,50,20
10,25,5,20,6000,60,30
11,18,5,15,3600,60,10
12,15,5,10,3600,60,20
13,25,5,20,6000,60,20
14,20,5,18,10000,70,20
15,20 °C,5 mm,15 °C,8 hours,60%,20 mm
16,20,5,18,600,60,20
17,18,5,15,3600,60,20
18,20,5,15,3000,60,10
19,25,5,20,600,70,20
20,20.3,5.2,18.5,23400,65,30
21,-5,5,2,18000,70,20
22,18,5,15,3000,70,20
23,18,2,15,3600,75,10
24,16,3,18,18000,60,20
25,20,5,18,3600,70,20
26,20,5,15,300,60,10
27,15,2,18,3600,60,20
28,10,5,8,3600,70,20
29,15,5,12,3000,60,20
30,15,3,12,24000,60,20
31,20,5,15,3600,70,10
32,10-15,2-5,10-15,18000-20000,60-70,20
33,18,5,15,600,70,20
34,18,5,15,3600,70,20
35,10,2,8,18000,70,50
36,12,5,10,18000,60,20
37,20,5,15,600,60,20
38,25,5,20,3600,60,50
39,24,5,20,600,60,50
40,24,5,18,28800,60,20
41,24,3,20,3600,60,20
42,18,2,15,18000,60,10
43,20,5,18,5000,60,30
44,25,5,20,3600,60,20
45,25,5,20,18000,60,20
46,18,3,20,3600,60,10
47,20,5,18,6000,60,20
48,25,5,20,3600,60,20
49,20,5,18,3000,60,20
50,22,5,18,3600,60,20
51,23,5,18,6000,70,20
52,22,5,18,600,60,30
53,20,5,18,3600,60,20
54,25,5,20,600,70,15
55,20,5,18,6000,70,20
56,22,5,18,3600,60,20
57,20,5,18,24000,50,10
58,20,5,18,24000,60,20
59,20,5,18,6000,60,50
60,20,5,18,6000,60,20
61,25,5,20,3600,60,20
62,20,5,18,3600,60,20
63,20,5,18,12000,60,50
64,20,5,15,3000,60,20
65,20,5,18,3600,60,20
66,20,5,18,3600,60,20
67,20,5,18,6000,70,20
68,20,5,15,3600,60,20
69,22,5,18,3600,60,50
70,20-25,0.5-1.0,15-20,6-8,60-80,50
71,18-25,2-4,15-20,6-8,60-80,10
72,25,5,20,6000,60,20
73,25,5,20,6000,60,20
74,18-25,2-5,15-20,6-8,60-80,20
75,20-25,5-10,15-20,6-8,60-80,20
76,20,5,15,3600,70,20
77,20,5,15,300,60,20
78,16,2.5,12,18000,70,20
79,15,5,12,12000,70,20
80,4.5,2.5,6.2,18000,70,10
81,15-20,2-4,10-15,3000-3500,60-70,20
82,15,5,12,18000,60,20
83,18,5,15,2400,60,20
84,18,5,15,3600,60,10
85,22,5,18,3600,70,20
86,20,10,18,3600,60,50
87,20,5,18,600,60,20
88,18,5,15,3600,60,20
89,21,4,18,2400,60,25
90,25,5,20,12000,50,50
91,25,10,20,6000,60,20
92,20,5,18,3000,60,50
93,20,5,18,6000,70,20
94,18,5,15,3600,60,20
95,15,5,10,3000,60,20
96,18,5,15,6000,70,20
97,10.5 °C,2.5 mm,8.2 °C,500 seconds,70%,20 mm
98,15,5,10,3600,70,20
99,25,5,20,30000,60,100
100,25,5,20,3000,60,20
101,25,5,20,6000,60,50
102,25,5,22,600,70,20
103,20,5,15,3600,60,20
104,20,5,18,3000,70,30
105,15,5,12,18000,70,20
106,20-25,5-10,15-20,6-8,50-70,20-30
107,20,5,18,3000,50,50
108,20,3,15,18000,70,20
109,10-20,2-5,8-15,6-8,40-60,20
110,20,5,18,6000,60,20
111,18,4,15,3600,60,20
112,25,5,20,6000,60,20
113,20,5,15,300,50,50
114,20,5,18,30000,50,20
115,18,2,20,18000,50,15
116,12,3,10,24000,60,20
117,18,5,15,24000,50,50
118,12.5,5,10.2,3600,60,50
119,10,5,15,1800,50,20
120,20,5,18,3600,70,50
121,20,2,15,6000,50,20
122,12,5,10,18000,70,20
123,18,5,15,300,60,20
124,18,3,15,30000,60,20
125,22,5,18,6000,60,20
126,20,5,25,12000,60,30
127,25,2,22,60000,40,10
128,20,5,15,6000,60,20
129,18-22,5-10,15-20,6-8,40-60,20
130,15,5,12,24000,60,15
131,20,5,15,28800,60,20
132,25,5,20,3600,50,50
133,15,5,18,3000,60,50
134,15,5,18,6000,70,50
135,18,5,15,30000,60,20
136,18,5,15,12000,70,20
137,18,5,15,3600,60,20
138,20,5,15,24000,60,20
139,25,5,20,300,50,50
140,18,5,15,12000,50,50
141,25,5,20,3600,70,50
142,20,5,15,3600,60,50
143,24,2,21,18000,60,20
144,10-25,2-5,10-20,2000-2500,40-60,10-20
145,18,5,15,3000,60,20
146,20,5,18,6000,70,50
147,22,5,18,6000,50,10
148,20,5,18,3600,60,50
149,18,5,15,18000,70,50
150,15,5,12,6000,80,20
151,18,5,15,18000,70,50
152,18,5,15,28800,70,20
153,20-25,5-10,15-20,600-800,70-80,20
154,15,5,18,6000,70,20
155,18,5,15,24000,65,50
156,20,5,18,6000,60,20
157,25,5,20,18000,70,100
158,20-25,5-10,15-20,2400-2800,60-70,20-30
159,Unknown °C,Unknown mm,Unknown °C,Unknown seconds,Unknown %,Unknown mm
160,15,5,12,3600,60,20
161,20,5,15,6000,60,20
162,25 °C,5 mm,20 °C,240 seconds,60%,50 mm
163,25,5,20,6000,60,50
164,25,5,20,6000,60,20
165,20,5,18,3600,60,20
166,25,10,20,3600,70,50
167,25,5,20,60000,50,50
168,21,5,18,28800,70,20
169,25,10,20,30000,70,50
170,22,5,18,6000,60,50
171,25,5,20,30000,60,20
172,25,5,20,3600,70,50
173,25,5,20,6000,60,20
174,25,5,20,6000,70,30
175,25,5,20,18000,60,10
176,20,3,15,18000,70,20
177,18,4,15,30000,60,20
178,22,3,20,18000,60,20
179,20,5,15,18000,60,30
180,20,5,15,600,60,20
181,20,5,18,6000,60,20
182,22,5,18,3600,60,20
183,20,5,18,6000,60,30
184,25,5,18,6000,60,20
185,20,5,15,20000,60,20
186,25,5,20,300,60,20
187,20,5,18,5000,60,20
188,20,5,18,3000,50,50
189,20,5,15,18000,50,20
190,20,5,18,6000,60,50
191,20,5,15,3600,60,20
192,18,5,15,24000,70,20
193,20,5,18,6000,60,20
194,15,5,18,6000,60,20
195,20,5,18,600,60,20
196,10-30,2-5,15-25,3000-3500,40-60,50
197,18,5,15,6000,50,20
198,20,5,25,18000,60,50
199,18,10,15,3600,75,50
200,25,5,20,5000,60,50
201,25,5,20,6000,60,50
202,18,5,20,6000,50,50
203,20,5,15,6000,60,50
204,25,5,20,6000,60,50
205,25,5,22,18000,60,50
206,20,5,18,3600,60,20
207,25,5,20,3600,60,50
208,25,5,30,60000,70,50
209,25,5,20,3600,60,50
210,20,5,18,3600,50,50
211,15-25,2-5,10-20,24000-28000,40-60,20
212,18,3,15,24000,50,50
213,20,5,15,600,60,20
214,18,5,15,25000,70,50
215,18,5,15,6000,60,20
216,18,5,15,25000,70,20
217,20,5,15,30000,70,50
218,20,5,15,18000,70,50
219,15-25,5-10,12-18,18000-20000,50-70,20
220,18.5,3.2,15.7,3600,60,20
221,20,5,18,3600,70,20
222,10-25,2-5,10-20,2000-2500,40-60,10
223,20.5,5.8,18.3,32000,65,40
224,25,5,20,300,60,30
225,15,5,12,3000,60,30
226,20,10,18,3000,70,50
227,20,5,18,28800,70,50
228,15-25,2-4,10-20,2000-2500,60-70,50
229,20,5,18,3600,70,20
230,10-25,5-15,15-20,18000-22000,50-70,30
231,20,5,18,6000,65,30
232,20,5,15,6000,70,20
233,20-30,5-10,15-25,2400-2800,60-80,50-100
234,25,5,20,3600,60,20
235,18,5,15,24000,60,50
236,15-25,2-4,12-18,24000-28000,50-70,10-20
237,25,5,20,6000,60,20
238,20,5,15,6000,60,20
239,18.5,4.2,15.2,22400,55,15
240,15,5,12,3600,60,20
241,10-25,5-10,10-20,18000-22000,40-70,20
242,15,5,12,18000,70,30
243,25,5,20,3600,70,20
244,15 - 25,5 - 10,15 - 20,6 - 8,40 - 60,30
245,20,5,18,3600,60,50
246,25-30,5-10,20-25,18000-20000,60-80,50
247,15,5,12,6000,60,20
248,15,5,12,30000,60,20
249,20,5,18,6000,70,20
