,Average Temperature (2 m)_1,Average Temperature (2 m)_2,Average Precipitation per day_1,Average Precipitation per day_2,Average Soil Temperature (0 to 6 cm)_1,Average Soil Temperature (0 to 6 cm)_2,Average Sunshine Duration_1,Average Sunshine Duration_2,Humidity(%)_1,Humidity(%)_2,Rainfall Alert Maximum Rain (mm)_1,Rainfall Alert Maximum Rain (mm)_2
1867,20,,5,,15,,3600,,70,,50,
1868,25.5,,5.7,,21.3,,4500,,60,,50,
1869,25,,5,,20,,300s,,60,,50,
1870,20,,5,,15,,18000,,60,,20,
1871,25,,5,,20,,3600,,70,,20,
1872,25,,5,,20,,6000,,60,,20,
1873,25,,5,,20,,600,,60,,20,
1874,25,,10,,20,,6000,,60,,50,
1875,25,,5,,20,,3600,,65,,30,
1876,25,,10,,20,,5000,,70,,50,
1877,20,,5,,15,,600,,60,,50,
1878,25,,5,,20,,6000,,70,,20,
1879,22,,5,,18,,6000,,60,,20,
1880,20,,5,,18,,18000,,60,,20,
1881,25,,5,,20,,3600,,60,,50,
1882,25,,5,,20,,6000,,60,,20,
1883,25,,10,,20,,18000,,70,,50,
1884,25,,5,,20,,600,,70,,20,
1885,22.5,,5.3,,20.8,,24000,,65,,20,
1886,24.5,,7.8,,19.2,,43200,,65,,20,
1887,20,,5,,15,,3600,,70,,20,
1888,25,,5,,20,,600s,,50,,100,
1889,24,,5,,20,,18000,,60,,15,
1890,20,,5,,15,,600s,,60,,20,
1891,25,,5,,20,,600,,70,,50,
1892,25,,5,,20,,18000,,60,,20,
1893,25,,5,,20,,6000,,70,,50,
1894,25,,5,,20,,3600,,60,,20,
1895,20,,5,,15,,3600,,60,,20,
1896,22.5,,5.2,,18.7,,25000,,60,,20,
1897,15,,5,,18,,3600,,60,,20,
1898,24,,5,,22,,3600,,60,,10,
1899,25,,5,,20,,3600,,60,,20,
1900,25,,5,,20,,6000,,70,,20,
1901,20,,5,,22,,3600,,60,,50,
1902,20,,5,,18,,3600,,70,,20,
1903,25,,5,,22,,600,,60,,10,
1904,25,,10,,20,,6000,,70,,50,
1905,25,,5,,20,,6000,,60,,20,
1906,25,,10,,20,,6000,,60,,20,
1907,20,,5,,18,,3000,,70,,20,
1908,25,,5,,20,,300s,,60,,20,
1909,,5,10,,2,,3000,,80,,30,
1910,20,,5,,15,,3600,,70,,10,
1911,25,,10,,20,,3600,,80,,20,
1912,25,,5,,20,,9000,,60,,50,
1913,25,,5,,20,,6000,,60,,50,
1914,24.5,,4.3,,22.7,,28000,,65,,50,
1915,25,,5,,20,,3600,,60,,15,
1916,25,,5,,20,,60000,,60,,20,
1917,25,,5,,20,,6000,,50,,50,
1918,22,,5,,18,,6000,,60,,20,
1919,23,,5,,18,,3600,,60,,10,
1920,22,,5,,18,,18000,,60,,20,
1921,18,,5,,15,,3000,,60,,50,
1922,25,,5,,20,,3600,,60,,20,
1923,20,25,5,10,15,20,6,8,40,60,50,
1924,25,,10,,20,,3600,,60,,50,
1925,20,,5,,18,,6000,,60,,20,
1926,20,,5,,15,,300,,60,,30,
1927,20,,5,,18,,6000,,60,,30,
1928,25,,5,,20,,6000,,60,,50,
1929,25,,10,,20,,3600,,60,,50,
1930,18,25,3,5,15,20,24000,27000,50,70,10,
1931,25,,5,,20,,6000,,60,,20,
1932,25,,10,,20,,3600,,60,,20,
1933,25,,10,,20,,6000,,60,,50,
1934,25,,5,,20,,6000,,60,,50,
1935,25,,5,,20,,600,,60,,50,
1936,10,25,2,5,15,30,18000,23000,40,70,30,50
1937,25,,5,,20,,6000,,70,,20,
1938,20,,5,,18,,24000,,60,,10,
1939,25,,5,,20,,3600,,70,,20,
1940,20,,5,,18,,3000,,60,,20,
1941,28,,10,,25,,3000,,70,,50,
1942,25,,5,,20,,6000,,70,,20,
1943,20,,5,,18,,3600,,70,,15,
1944,25,,5,,20,,600,,50,,20,
1945,25,,5,,20,,6000,,70,,20,
1946,20,,5,,18,,6000,,60,,20,
1947,22,,5,,15,,600,,60,,20,
1948,25,,5,,20,,6000,,70,,50,
1949,25,,5,,20,,3600,,60,,20,
1950,25,,10,,20,,600s,,60,,50,
1951,22.5,,5.3,,20.8,,7200,,65,,10,
1952,25,,10,,20,,3600,,70,,50,
1953,25,,5,,20,,6000,,60,,20,
1954,25,,5,,22,,600s,,60,,20,
1955,25,,5,,20,,6000,,60,,20,
1956,25,,5,,22,,6000,,70,,50,
1957,20,,5,,15,,8h,,60,,20,
1958,20,,5,,18,,3600,,60,,20,
1959,20,,5,,18,,3600,,50,,20,
1960,25,,5,,20,,3000,,60,,50,
1961,22,,5,,20,,30000,,60,,20,
1962,22,,5,,20,,3600,,60,,50,
1963,22,,3,,20,,3000,,60,,20,
1964,25,,5,,20,,3000,,60,,50,
1965,20,,5,,18,,24000,,60,,20,
1966,20,,5,,15,,600,,75,,20,
1967,15,,5,,10,,18000,,70,,20,
1968,15,25,2,4,15,20,6,8,40,60,10,
1969,20,,5,,18,,18000,,60,,50,
1970,15,25,5,10,10,20,2000,2500,40,70,50,100
1971,20,,5,,18,,3600,,70,,20,
1972,20,,5,,15,,6000,,60,,20,
1973,15.5,,2.5,,13.8,,28800,,65,,20,
1974,20,,5,,18,,24000,,60,,20,
1975,15,,5,,18,,18000,,60,,20,
1976,15,,5,,12,,18000,,60,,20,
1977,22,,5,,18,,24000,,50,,20,
1978,20,,5,,18,,18000,,60,,50,
1979,20,,5,,18,,6000,,60,,10,
1980,20,,5,,18,,3600,,60,,30,
1981,15,,5,,18,,600,,60,,50,
1982,20,,5,,18,,18000,,60,,15,
1983,25,,5,,20,,6000,,70,,20,
1984,20,,5,,25,,18000,,60,,20,
1985,20,,5,,18,,6000,,60,,20,
1986,25,,5,,28,,3600,,70,,50,
1987,25,,5,,28,,6000,,60,,20,
1988,22,,5,,18,,6000,,70,,20,
1989,18,,5,,15,,3600,,60,,20,
1990,20,,5,,18,,6000,,60,,20,
1991,20,,5,,18,,3600,,60,,20,
1992,20,,5,,18,,24000,,70,,15,
1993,10,25,1,5,10,20,2000,2500,40,70,10,20
1994,20,,5,,18,,18000,,60,,20,
1995,15,20,2,4,10,15,6,8,60,70,20,30
1996,10,20,2,5,8,15,18000,22000,60,80,20,30
1997,15,,5,,12,,6000,,70,,20,
1998,20,,3,,18,,3600,,60,,10,
1999,10,20,1,5,10,15,6,8,60,80,10,20
2000,20,25,5,10,15,20,6,8,60,80,20,
2001,20,,5,,18,,3000,,70,,10,
2002,15,,5,,12,,28800,,70,,20,
2003,12,,3,,10,,3000,,70,,20,
2004,10,20,2,4,10,15,4,6,60,70,20,
2005,10,20,2,5,10,15,2400,2800,50,70,10,20
2006,20,,5,,15,,3600,,60,,20,
2007,15,,5,,12,,18000,,70,,20,
2008,12,,2,,10,,18000,,60,,20,
2009,15,,5,,18,,600,,60,,10,
2010,15,,5,,12,,3600,,60,,20,
2011,15,,3,,12,,3600,,60,,20,
2012,10,20,2,5,10,15,6,8,60,80,10,
2013,15,,3,,12,,18000,,70,,20,
2014,15,,5,,12,,600,,60,,30,
2015,15,,5,,12,,3600,,60,,20,
2016,20,,5,,18,,30000,,70,,20,
2017,18,,5,,15,,3600,,70,,20,
2018,20,,5,,15,,6000,,60,,20,
2019,20,,5,,18,,300,,60,,50,
2020,15,25,5,10,10,20,6,8,50,70,20,
2021,20.5,,3.2,,18.9,,18000,,60,,50,
2022,25,,5,,20,,3600,,70,,20,
2023,20,25,5,10,15,20,6,8,40,60,50,
2024,10,25,2,5,10,15,6,8,40,60,10,
2025,20,,2,,15,,6000,,60,,50,
2026,10,,5,,15,,18000,,60,,20,
2027,20,,5,,15,,24000,,70,,20,
2028,18,,3,,15,,24000,,70,,20,
2029,20,,5,,15,,6000,,70,,20,
2030,10,,5,,15,,600s,,60,,20,
2031,15,20,2,4,10,15,6,8,60,70,50,
2032,24,,5,,20,,6000,,60,,20,
2033,20,,5,,18,,3600,,60,,50,
2034,25,,5,,20,,6000,,60,,30,
2035,25,,5,,20,,6000,,70,,40,
2036,20,,5,,18,,3600,,60,,20,
2037,20,,5,,15,,3600,,60,,20,
2038,20,,5,,18,,3600,,60,,20,
2039,25,,5,,20,,6000,,60,,20,
2040,20,30,0,5,15,25,6,8,40,60,50,100
2041,18,,3,,15,,6000,,70,,10,
2042,20,,5,,18,,3000,,70,,15,
2043,20,,5,,18,,3600,,60,,20,
2044,22.5,,3.5,,18,,25000,,60,,50,
2045,25,,5,,20,,3600,,60,,20,
2046,25,,5,,22,,3600,,50,,20,
2047,20,25,2,4,15,20,6,8,60,80,15,
2048,20,,5,,18,,6000,,60,,20,
2049,20,,5,,18,,6000,,60,,50,
2050,20,,5,,18,,3600,,65,,20,
2051,22,,5,,18,,6000,,50,,30,
2052,22.5,,3.5,,18.2,,28800,,65,,20,
2053,18,,5,,15,,3600,,60,,20,
2054,18,,3,,15,,24000,,70,,10,
2055,18,,5,,15,,3600,,70,,20,
2056,12.5,,2.5,,15,,18000,,70,,20,
2057,12,,2,,10,,3600,,60,,10,
2058,10,20,2,7,10,15,2000,2500,50,70,20,30
2059,15,,5,,10,,18000,,60,,20,
2060,15,,3,,12,,18000,,70,,10,
2061,15,,5,,12,,3600,,70,,25,
2062,15,,5,,12,,300,,60,,20,
2063,18,,3,,15,,3000,,60,,20,
2064,20,,5,,18,,18000,,70,,50,
2065,20,,5,,18,,3600,,50,,50,
2066,18,,5,,15,,600,,70,,15,
2067,18,24,2,4,15,20,2400,2800,60,70,20,
2068,25,,10,,20,,3600,,70,,50,
2069,15,30,5,10,10,20,6,8,60,80,20,
2070,20,,5,,18,,600,,70,,20,
2071,20,,5,,18,,6000,,60,,20,
2072,18.5,,2.5,,15.2,,27000,,60,,20,
2073,22,,5,,18,,30000,,60,,30,
2074,20,,5,,15,,6000,,60,,20,
2075,20,,5,,15,,3600,,70,,20,
2076,10,20,2,4,10,25,6,8,50,70,50,
2077,18,,5,,15,,3600,,70,,20,
2078,18,,2,,15,,6000,,70,,20,
2079,18,,5,,15,,18000,,70,,20,
2080,20,,5,,18,,30000,,60,,10,
2081,18,,5,,15,,3000,,60,,20,
2082,10,20,3,5,10,15,6,8,50,70,10,15
2083,20,,5,,15,,300,,60,,20,
2084,10,25,1,3,10,20,24000,26000,60,80,15,20
2085,18,,5,,15,,18000,,60,,50,
2086,20,,5,,18,,600,,60,,20,
2087,18,25,2,5,15,20,2400,2800,60,80,20,30
2088,20,,5,,18,,3600,,60,,15,
2089,18.5,,3.2,,15.7,,24000,,65,,10,
2090,23,,5,,18,,3000,,60,,20,
2091,20,,5,,18,,6000,,60,,50,
2092,25,,5,,20,,3600,,60,,20,
2093,20,,5,,15,,3000,,60,,20,
2094,25,,5,,18,,3600,,60,,30,
2095,20,,5,,18,,6000,,70,,50,
2096,20,25,5,10,15,20,6,8,40,60,50,70
2097,20,,5,,18,,600,,60,,30,
2098,20,,5,,18,,12000,,60,,20,
2099,20,,5,,15,,3600,,60,,20,
2100,20,,5,,18,,3000,,70,,20,
2101,18.5,,3.2,,15.7,,3200,,65,,50,
2102,20,,5,,18,,600,,60,,30,
2103,20,,5,,18,,24000,,60,,20,
2104,20,,5,,18,,3600,,60,,20,
2105,20,,5,,15,,3600,,60,,20,
2106,20,,5,,15,,3600,,60,,20,
2107,22,,5,,18,,3600,,60,,30,
2108,20,,5,,18,,3600,,60,,20,
2109,20,,5,,18,,3600,,60,,10,
2110,10,20,2,5,10,15,1800,2200,50,70,15,
2111,12.5,,2.8,,10.3,,21600,,75,,15,
2112,15,,3,,12,,3600,,70,,10,
2113,10,20,2,5,8,15,2000,2500,50,70,20,
2114,10,18,2,5,8,15,4,6s,50,70,10,20
2115,20,,5,,18,,6000,,60,,20,
2116,20,,5,,15,,300,,60,,20,
2117,10,20,1,3,8,15,18000,20000,40,60,10,20
2118,20,,5,,15,,3600,,60,,20,
2119,20,,5,,15,,3600,,60,,20,
2120,22,,5,,18,,24000,,70,,20,
2121,10,25,5,10,15,20,6,8,60,80,20,
2122,20,,5,,18,,3000,,60,,20,
2123,15,25,5,10,10,20,2400,2800,40,60,20,
2124,15,25,2,5,10,20,18000,22000,50,70,10,
2125,20,,5,,18,,28800,,70,,20,
2126,20,,5,,18,,6000,,70,,20,
2127,20,,5,,18,,3600,,60,,20,
2128,20,,5,,18,,3600,,70,,20,
2129,20,,5,,18,,600,,60,,50,
2130,25,,5,,20,,6000,,60,,50,
2131,25,,5,,20,,3600,,60,,50,
2132,20,,5,,18,,6000,,60,,20,
2133,20,,5,,15,,600,,60,,20,
2134,25,,5,,20,,3600,,60,,30,
2135,20,,5,,18,,6000,,60,,20,
2136,22,,5,,18,,3600,,60,,25,
2137,20,,5,,18,,3600,,60,,20,
2138,20,30,5,10,18,24,6,8,50,70,40,
2139,20,,5,,15,,6000,,60,,20,
2140,20,,5,,18,,18000,,60,,20,
2141,25,,5,,20,,6000,,60,,20,
2142,25,,5,,20,,6000,,60,,20,
2143,25,,5,,20,,6000,,60,,20,
2144,20,30,2,4,15,25,6,8,60,80,50,
2145,20,,5,,15,,6000,,60,,20,
2146,25,,5,,20,,6000,,60,,20,
2147,22,,5,,18,,6000,,60,,15,
2148,20,,5,,15,,6000,,60,,20,
2149,20,,10,,18,,3600,,60,,50,
2150,20,,5,,18,,3600,,60,,20,
2151,22,,5,,18,,4000,,60,,50,
2152,22,,5,,18,,6000,,60,,50,
2153,25,,5,,20,,3600,,60,,20,
2154,20,,5,,18,,3600,,60,,20,
2155,20,25,5,10,15,20,6,8,40,60,50,
2156,20,,5,,18,,8h,,60,,30,
2157,20,,5,,18,,3600,,60,,20,
2158,22,,5,,18,,3600,,60,,15,
2159,25,,5,,20,,3600,,60,,20,
2160,20,,5,,18,,600,,60,,20,
2161,20,,5,,15,,3600,,55,,20,
2162,25,,5,,20,,3600,,60,,20,
2163,25,,5,,22,,3600,,70,,20,
2164,22,,5,,18,,6000,,60,,20,
2165,25,,5,,20,,3600,,60,,20,
2166,25,,5,,20,,6000,,70,,20,
2167,25,,5,,20,,3600,,60,,20,
2168,20,,5,,18,,6000,,60,,20,
2169,22,,5,,18,,6000,,60,,20,
2170,20,,5,,18,,3600,,60,,15,
2171,20,,3,,18,,3600,,60,,20,
2172,25,,5,,20,,6000,,70,,50,
2173,25,,5,,20,,6000,,60,,20,
2174,25,,5,,20,,3600,,60,,20,
2175,20,25,5,10,15,20,6,8h,50,70,20,
2176,20,,5,,18,,28800,,60,,20,
2177,20,,5,,18,,3600,,70,,20,
2178,22,,5,,18,,300,,70,,10,
2179,15,,2,,10,,18000,,70,,20,
2180,20,,5,,15,,3000,,70,,20,
2181,15,,5,,10,,28800,,60,,20,
2182,18,,2.5,,15,,24000,,70,,20,
2183,19,,3,,15,,24000,,70,,10,
2184,18,,2,,12,,3600,,70,,10,
2185,15,,5,,12,,24000,,70,,20,
2186,15,,2,,12,,6000,,70,,10,
2187,20,,5,,18,,18000,,70,,30,
2188,15,25,5,10,15,20,6,8,60,80,20,
2189,15,25,5,10,15,20,6,8,40,60,20,
2190,20,,5,,18,,24000,,60,,20,
2191,20,,5,,15,,3000,,70,,50,
2192,20,,5,,18,,3000,,70,,50,
2193,20,,5,,18,,3600,,70,,15,
2194,20,,5,,18,,3600,,50,,20,
2195,20,,5,,18,,3000,,60,,20,
2196,15,,5,,18,,3600,,60,,20,
2197,15,25,2,5,10,20,6,8,40,60,10,
2198,20,,5,,18,,3600,,65,,20,
2199,20,,5,,18,,3600,,50,,20,
2200,15,25,2,5,20,30,24000,26000,60,80,20,
2201,20,,5,,15,,6000,,70,,20,
2202,15,25,5,10,10,20,2000,2500,60,80,30,40
2203,15,25,2,5,15,20,6,8,40,60,20,
2204,15,25,5,10,15,20,6,8,50,70,20,
2205,15,,3,,18,,600s,,60,,20,
2206,18.5,,3.5,,15.2,,28800,,65,,20,
2207,15,25,5,10,15,20,6,8,40,60,20,30
2208,15,25,2,4,10,20,2400,2800,40,60,10,
2209,20,,5,,15,,3000,,60,,30,
2210,20,,5,,15,,24000,,70,,20,
2211,15,25,2,5,10,20,6,8,40,70,20,
2212,20,,5,,18,,3600,,60,,20,
2213,15,,5,,20,,3600,,50,,20,
2214,10,25,2,5,8,20,6,8,40,80,20,
2215,20,,5,,15,,3600,,60,,20,
2216,15,,5,,12,,18000,,70,,20,
2217,20,,2,,15,,24000,,60,,10,
2218,20,,5,,18,,30000,,60,,10,
2219,20,,5,,18,,18000,,60,,20,
2220,25,,5,,20,,3600,,60,,50,
2221,23,,5,,18,,6000,,60,,20,
2222,20,,5,,18,,6000,,70,,100,
2223,20,,2,,18,,6000,,60,,10,
2224,23,,3,,20,,3600,,60,,20,
2225,20,30,5,10,15,25,6,8,60,80,50,100
2226,25,,5,,20,,300,,60,,20,
2227,22,,5,,18,,8000,,70,,15,
2228,20,,5,,15,,18000,,60,,20,
2229,20,,5,,18,,3600,,60,,20,
2230,20,,3,,18,,3600,,60,,20,
2231,20,,5,,18,,3600,,60,,20,
2232,22,,5,,18,,30000,,70,,20,
2233,20,,5,,18,,6000,,60,,50,
2234,18,,5,,15,,6000,,60,,20,
2235,20,,5,,18,,3000,,60,,20,
2236,20,,5,,18,,6000,,70,,20,
2237,20,,5,,18,,6000,,60,,50,
2238,22,,5,,18,,6000,,60,,20,
2239,20,25,5,10,15,20,3000,3500,60,70,20,
2240,22,,5,,18,,3600,,50,,20,
2241,18,,3,,20,,6000,,60,,20,
2242,20,,5,,18,,3600,,60,,20,
2243,22,,5,,17,,300,,70,,20,
2244,20,,5,,18,,5000,,70,,20,
2245,20,,5,,18,,600,,60,,50,
2246,20,,5,,18,,6000,,70,,20,
2247,12,,10,,15,,600s,,60,,50,
2248,20,,5,,18,,6000,,50,,20,
2249,20,,5,,18,,18000,,60,,20,
2250,20,,5,,18,,6000,,60,,20,
2251,20,,5,,17,,600,,60,,20,
2252,20,,5,,15,,600,,60,,20,
2253,20,,2,,18,,6000,,60,,15,
2254,15,25,2,5,15,20,24000,28000,40,60,50,100
2255,18,,5,,15,,18000,,60,,20,
2256,20,,5,,18,,24000,,60,,20,
2257,18,,4,,15,,5400,,60,,30,
2258,20,,5,,15,,600s,,50,,20,
2259,20,,5,,18,,3600,,60,,20,
2260,22,,5,,20,,3000,,60,,20,
2261,20,,5,,15,,6000,,50,,20,
2262,20,,5,,18,,300,,60,,20,
2263,20,,5,,15,,600,,65,,20,
2264,15,,5,,12,,3600,,70,,20,
2265,20,,5,,18,,24000,,60,,20,
2266,20,,3,,18,,6000,,60,,15,
2267,15,,5,,10,,3000,,70,,50,
2268,25,,5,,20,,3600,,60,,20,
2269,20,,5,,18,,18000,,60,,20,
2270,25,,5,,20,,3600,,60,,20,
2271,22,,5,,20,,10000,,60,,20,
2272,25,,5,,20,,6000,,60,,20,
2273,20,,5,,18,,300,,60,,20,
2274,25,,5,,20,,600,,60,,50,
2275,15,25,5,15,10,20,18000,22000,40,70,20,40
2276,20,30,5,10,25,35,3000,3500,60,80,50,100
2277,16,,5,,14,,300,,60,,20,
2278,20,,5,,15,,3600,,50,,20,
2279,20,,5,,18,,3600,,70,,50,
2280,18,,8,,15,,18000,,60,,20,
2281,10,20,2,5,10,15,24000,,60,80,20,
2282,20,,5,,18,,3600,,60,,20,
2283,20,,5,,18,,24000,,60,,50,
2284,15,,5,,12,,18000,,70,,20,
2285,20,,5,,18,,3600,,60,,20,
2286,18,,5,,15,,6000,,60,,20,
2287,20.5,,8.2,,18.3,,28800,,65,,30,
2288,18,,5,,15,,18000,,65,,20,
2289,25,,10,,20,,600,,60,,50,
2290,20,,5,,15,,18000,,70,,20,
2291,20,,5,,15,,300,,60,,20,
2292,15,,5,,10,,18000,,50,,20,
2293,10to20,,5 to 10,,10 to 15,,1200 to 1600,,40 to 60,,20,
2294,10,,5,,8,,600,,70,,20,
2295,15,,5,,10,,30000,,60,,20,
2296,20,,5,,18,,12000,,60,,20,
2297,18,,3,,15,,3600,,70,,20,
2298,20,,5,,18,,3000,,70,,20,
2299,20,,5,,15,,18000,,70,,20,
2300,15,,5,,12,,18000,,70,,20,
2301,15,20,2,5,15,20,2400,2600,60,70,20,
2302,15,,5,,12,,3600,,70,,20,
2303,20,,3,,15,,5000,,70,,10,
2304,8,20,2,5,5,18,18000,22000,40,70,10,
2305,12,,2,,10,,18000,,70,,10,
2306,15,,5,,12,,3600,,60,,40,
2307,15,,5,,10,,18000,,50,,100,
2308,16,,2,,14,,18000,,50,,15,
2309,15,,5,,12,,300,,70,,20,
2310,18,,5,,15,,6000,,65,,20,
2311,15,,5,,12,,6000,,50,,20,
2312,18,,5,,15,,3600,,70,,20,
2313,15,,5,,18,,600,,60,,20,
2314,20,,5,,15,,18000,,60,,20,
2315,15,,5,,12,,300,,60,,20,
2316,25,,5,,20,,3600,,65,,20,
2317,18,,5,,15,,3600,,70,,20,
2318,20,,5,,18,,3600,,60,,20,
2319,18,,5,,15,,3600,,60,,20,
2320,20,,5,,18,,3600,,60,,20,
2321,20,,5,,18,,6000,,60,,20,
2322,20,,5,,18,,3600,,60,,15,
2323,15,20,5,10,10,15,6,8,60,70,20,
2324,20,,5,,18,,18000,,60,,20,
2325,15,,5,,12,,3600,,70,,20,
2326,15,25,2,5,10,20,2400,2800,50,70,10,20
2327,20,,5,,18,,18000,,70,,20,
2328,20,,5,,15,,300,,70,,50,
2329,10,20,2,4,10,15,6,8,60,70,20,
2330,20,,5,,18,,3600,,60,,20,
2331,20,,5,,15,,3600,,60,,10,
2332,25,,5,,20,,6000,,60,,20,
2333,25,,5,,20,,600,,60,,20,
2334,20,,5,,22,,8h,,60,,20,
2335,25,,5,,20,,6000,,70,,20,
2336,25,,5,,20,,6000,,60,,20,
2337,20,,5,,15,,3600,,70,,20,
2338,15,25,5,10,15,20,3000,3500,40,60,20,
2339,20,,5,,15,,3600,,70,,20,
2340,20,,5,,18,,10s,,60,,15,
2341,15,,5,,10,,1800s,,65,,50,
2342,15,,5,,10,,3600,,60,,20,
2343,22,,5,,16,,24000,,60,,30,
2344,15,,3,,10,,3600,,70,,20,
2345,20,,5,,15,,18000,,70,,20,
2346,18.5,,4.2,,15.8,,21600,,65,,10,
2347,20,,5,,18,,25000,,70,,20,
2348,15,25,5,10,10,20,6000,7000,40,70,20,
2349,15,,2,,12,,18000,,60,,20,
2350,20,,5,,18,,6000,,60,,20,
2351,20,,5,,15,,3000,,60,,30,
2352,12.5,,2.5,,10.2,,2800s,,65,,20,
2353,20,,5,,18,,18000,,60,,20,
2354,10,25,2,5,8,15,18000,22000,40,60,15,
2355,10,,3,,13,,24000,,70,,20,
2356,18,,5,,15,,24000,,60,,20,
2357,18,,5,,15,,300,,60,,20,
2358,18,,3,,15,,3600,,60,,10,
2359,20,,5,,18,,6000,,60,,20,
2360,15,25,2,5,10,20,2000,2500,50,70,10,
2361,15,25,5,10,10,20,6,8,60,80,20,
2362,15,25,5,10,10,20,6,8,60,70,50,
2363,20,,5,,18,,3600,,60,,20,
2364,15,25,2,5,10,20,3000,3500,40,60,40,60
2365,25,,5,,20,,3600,,70,,50,
2366,20,,5,,18,,10000,,60,,20,
2367,20,,5,,15,,3600,,60,,20,
2368,18,,5,,15,,3600,,60,,20,
2369,20,,5,,15,,3600,,60,,20,
2370,20,,5,,15,,3600,,70,,20,
2371,20,,3,,18,,3600,,70,,10,
2372,20,,5,,18,,600s,,60,,20,
2373,18,,5,,15,,3000,,60,,20,
2374,20,,5,,18,,3600,,60,,20,
2375,15,20,2,5,10,15,18000,22000,60,80,20,
2376,20,,5,,15,,6000,,70,,20,
2377,15,,5,,12,,6000,,60,,20,
2378,15,25,2,4,10,20,18000,20000,40,60,30,
2379,15,,5,,18,,24000,,60,,20,
2380,18,,3,,15,,7200,,60,,10,
2381,20,,5,,18,,6000,,70,,30,
2382,20,,5,,15,,6000,,60,,20,
2383,15,,2,,12,,3600,,60,,20,
2384,20,,2,,18,,18000,,60,,10,
2385,18,,5,,15,,3600,,60,,20,
2386,20,,5,,15,,30000,,60,,20,
2387,20,,5,,15,,3600,,50,,10,
2388,20,,5,,18,,18000,,60,,20,
2389,15,,2,,12,,3600,,60,,20,
2390,20,,5,,15,,6000,,70,,20,
2391,17,,2,,15,,30000,,60,,20,
2392,20,,5,,18,,6000,,60,,20,
2393,15,,5,,10,,600,,70,,20,
2394,15,,5,,18,,24000,,60,,20,
2395,18,,5,,15,,3600,,60,,20,
2396,18,,5,,15,,3000,,60,,20,
2397,20,,2,,18,,30000,,60,,10,
2398,20,,5,,15,,3600,,60,,20,
2399,20,,2,,15,,24000,,60,,15,
2400,25,,5,,20,,3600,,50,,20,
2401,18,,5,,15,,6000,,60,,10,
2402,15,,5,,18,,6000,,70,,20,
2403,25,,3,,22,,3600,,60,,20,
2404,20,,5,,18,,600,,60,,15,
2405,20,,5,,18,,6000,,60,,20,
2406,20,,5,,18,,6000,,60,,20,
2407,20,,5,,15,,300,,60,,20,
2408,10,25,5 , 10,10 , 20,18000 , 22000,40 , 60,20,
2409,22,,5,,20,,800s,,60,,20,
2410,15,,5,,12,,3000,,60,,20,
2411,20,,5,,15,,3600,,60,,50,
2412,18.5,,4.2,,15.2,,300,,65,,20,
2413,15,25,5,10,10,20,24000,26000,40,60,30,40
2414,15,,5,,12,,24000,,60,,20,
2415,20,,5,,18,,600,,70,,20,
2416,25,,5,,20,,6000,,60,,20,
2417,20,,5,,18,,28800,,60,,20,
2418,18,,5,,15,,24000,,60,,20,
2419,18,,5,,15,,18000,,50,,20,
2420,18.5,,3.2,,15.8,,24000,,70,,10,
2421,10,20,5,10,10,15,18000,20000,40,60,20,
2422,18,,5,,15,,600s,,60,,15,
2423,20,25,5,10,15,20,6,8,40,60,20,30
2424,22,,5,,20,,8h,,70,,20,
2425,20,,5,,18,,3600,,60,,20,
2426,20,,5,,18,,300,,60,,20,
2427,20,,5,,15,,18000,,60,,20,
2428,15,25,5,10,10,20,6,8,40,60,20,
2429,15,25,2,5,10,20,6,8,40,60,10,
2430,20,,5,,15,,24000,,60,,20,
2431,15,25,5,10,15,20,6,8,50,70,20,30
2432,18.5,,6.3,,17.2,,24000,,60,,20,
2433,18,,5,,15,,3600,,60,,50,
2434,20,,5,,15,,18000,,70,,20,
2435,20,,5,,18,,3000,,60,,15,
2436,22,,5,,18,,3600,,70,,20,
2437,20,,3,,18,,300,,60,,10,
2438,20,,5,,18,,3600,,70,,20,
2439,20,,5,,18,,3600,,60,,50,
2440,20,,10,,15,,600s,,70,,50,
2441,20,30,5,10,15,20,2400,2800,60,70,20,
2442,20,,5,,18,,6000,,70,,50,
2443,20,,5,,15,,5000,,70,,20,
2444,15,,5,,18,,3000,,70,,50,
2445,25,,5,,20,,6000,,60,,50,
2446,20,,5,,18,,3600,,70,,20,
2447,25,,5,,20,,28800,,70,,20,
2448,18,,5,,15,,24000,,60,,20,
2449,20,,5,,18,,6000,,70,,50,
2450,22,,5,,18,,3600,,60,,20,
2451,20,,5,,15,,3600,,70,,30,
2452,20,,5,,15,,3600,,70,,20,
2453,20,,5,,15,,18000,,60,,50,
2454,25,,10,,20,,6000,,70,,30,
2455,20,,5,,18,,600,,60,,20,
2456,20,,5,,15,,6000,,60,,20,
2457,20,,5,,15,,18000,,50,,20,
2458,20,,5,,15,,18000,,60,,30,
2459,18,,2,,15,,6000,,60,,15,
2460,15,25,2,5,10,20,18000,22000,60,80,20,
2461,15,25,2,5,15,20,2400,2800,40,60,100,150
2462,18,,5,,15,,12000,,55,,20,
2463,20,,5,,15,,6000,,60,,10,
2464,18,,3,,15,,3600,,60,,10,
2465,18.5,,4.2,,15.8,,24000,,70,,30,
2466,15,,5,,10,,3600,,60,,20,
2467,15,,5,,12,,18000,,70,,20,
2468,20,,5,,18,,3600,,70,,20,
2469,25,,5,,18,,3600,,60,,20,
