Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Flowering Plant,Formanova,20°C,5 mm,25°C,0.3 m³/m³,3 mm/day,3600 seconds,60%,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Southwestern United States"",""Southern Europe""]","[""Spring"",""Summer"",""Autumn""]",40 km/h,35°C,20 mm,24 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4 weeks,24 inches,12 square inches,1 inch,formanova
Flowering Plant,Frieda,25,5,20,0.3,3,3600,70,"[""Well-drained soil"",""Loamy soil"",""Sandy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,2,frieda
Flowering Plant,From,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,1,from
Giants,Giant Sunflower,25,5,20,0.3,3,3600,60,"[""Loam"",""Clay"",""Silt""]","[""Midwest"",""Great Plains"",""Central Valley""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,36,2,giants
Flowering Plant,Gloire,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,gloire
Indoor Plant,Gniff,20-24,10-20,18-22,0.3-0.5,4-6,24000-28000,40-60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Indoors"",""Greenhouses""]","[""All Year""]",10-20,30-35,50-70,48-72,"[""Organic Fertilizer"",""Liquid Fertilizer""]",4-6,12-18,12-24,0.5-1,gniff
Flowering plant,Golden,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,10,24,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,24,12,0.5,golden
Fruit plant,Granat,23.5,10.2,18.7,0.35,6.8,4200,55,"[""loam"",""sandy loam"",""clay loam""]","[""Mediterranean region"",""Central Asia"",""North Africa""]","[""Spring"",""Summer""]",50,38,30,48,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",4,120,36,2,granat
Grass,Grasse,25,10,20,0.3,5,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,10,1,grasse
Vegetable,Green,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,35,10,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,1,green
Vegetable,Grumolo,25,10,20,0.4,5,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",30,40,30,24,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,12,12,2,grumolo
Shrub,Halbhoher,20,5,18,0.4,3,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,36,24,2,halbhoher
Vegetable,Halblange,20,5,15,0.3,4,18000,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",2,20,8,0.5,halblange
Hoffmann,Hoffmann Seed,25,5,20,0.3,2,600,70,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Region A"",""Region B"",""Region C""]","[""Summer"",""Spring"",""Autumn""]",30,35,10,24,"[""NPK fertilizer"",""Organic compost""]",4,24,12,2,hoffmann
Vegetable,Icicle,20,5,15,0.2,3,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,18,12,1,icicle
Flowering Plant,Jaune,25,5,20,0.4,3,600,70,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,2,jaune
Vegetable,Kalibos,20 - 25,2 - 4,15 - 20,0.3 - 0.5,3 - 5,3600 - 4200,60 - 80,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""North America""]","[""Spring"",""Autumn""]",25,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2 - 3,24 - 36,12 - 16,0.5 - 1,kalibos
Flowering Plant,King,25,5,20,0.5,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical Regions"",""Subtropical Regions""]","[""Summer"",""Monsoon""]",30,40,30,24,"[""NPK"",""Compost""]",4,36,144,1,king
Flowering Plant,La Seed,25,10,20,0.4,5,6000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK"",""Organic compost""]",4,24,12,2,la
Flowering Plant,Laibacher,20,10,18,0.4,5,6000,70,"[""loam"",""sandy loam"",""clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""compost""]",4,24,12,1,laibacher
Leafy vegetable,Lattughino,20,5,18,0.3,2,3600,60,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Mediterranean region"",""Temperate regions with mild winters""]","[""Spring"",""Autumn""]",40,35,20,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,12,12,0.5,lattughino
Flowering Plant,Laura,25,5,20,0.3,3,20000,60,"[""Loam"",""Sandy"",""Clay""]","[""Garden"",""Balcony"",""Greenhouse""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,2,laura
Flowering plant,Mergoscia,25,10,20,0.4,5,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,mergoscia
Flowering Plant,Miracle,25,10,20,0.3,5,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",30,40,50,48,"[""NPK"",""Compost""]",4,36,24,1,miracle
Perennial,Imperial,25,10,20,0.3,5,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean climate zones""]","[""Spring"",""Summer""]",40,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,imperial
Herb,Lomanita,25,5,20,0.3,3,600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",40,35,50,48,"[""NPK"",""Compost""]",4,24,12,1,lomanita
Mixture,Mixture,25 °C,10 mm,20 °C,0.3 m³/m³,5 mm/day,600 seconds,70%,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Mediterranean climates"",""Subtropical regions""]","[""Year-round"",""Spring"",""Autumn""]",40 km/h,35  °C,50 mm,12 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,2 in,mixture
Leafy greens,Mizuna,18,5,15,0.35,3,28000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Japan"",""United States"",""France""]","[""Spring"",""Fall""]",40,30,20,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,18,12,0.5,mizuna
Annual,Moutarde,20,5,18,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""France"",""India"",""Canada""]","[""Spring"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,36,9,0.5,moutarde
Flowering Plant,Purple Flower,25,5,20,0.3,3,6000,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Garden"",""Parks"",""Balconies""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,24,12,0.5,purple
Vegetable,Wasabino,18,5,15,0.4,3,6000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Japan"",""United States"",""Canada""]","[""Spring"",""Summer""]",25,30,10,48,"[""NPK fertilizer"",""Compost""]",4,24,12,0.5,wasabino
Vegetable,Rosso,25,5,20,0.5,4,6000,70,"[""loam"",""sandy loam"",""clay loam""]","[""Mediterranean region"",""California"",""Italy""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Liquid seaweed fertilizer""]",4,12,12,0.5,rosso
Perennial,Rotonda,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,20,48,"[""Organic compost"",""Nitrogen-based fertilizer""]",4,24,12,1,rotonda
Vegetable,Borlotto,20,5,18,0.3,2,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,borlotto
Flowering Plant,Canadian,20,5,15,0.4,3,3600,80,"[""Loam"",""Sandy Loam"",""Clay""]","[""British Columbia"",""Ontario"",""Quebec""]","[""Late Spring"",""Summer"",""Early Fall""]",50,35,20,48,"[""10-10-10"",""20-20-20"",""5-10-5""]",4,24,12,2,canadian
Flowering Plant,Cantare,25,10,20,0.3,5,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,40,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,1,cantare
Herb,Creso,25,10,20,0.3,5,6000,70,"[""Loam"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,creso
Elmoro,Elmoro Seed,25,5,20,0.5,3,6000,70,"[""Sandy loam"",""Clay loam"",""Silty loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,36,2,elmoro
Flowering plant,Fla,22,10,18,0.4,5,3000,60,"[""sandy loam"",""clay loam"",""organic soil""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""nitrogen-based"",""phosphorus-based""]",4,24,12,1,fla
Flower,Goldfield,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""California"",""Arizona"",""Texas""]","[""Spring"",""Summer""]",30,40,10,48,"[""NPK"",""Compost"",""Fish Emulsion""]",4,20,12,1,goldfield
Flowering plant,Marona,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,35,50,24,"[""NPK fertilizer"",""Organic compost""]",4,36,24,1,marona
Flowering plant,Maxi,25.5,10.2,23.8,0.35,5.1,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",32,35,40,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,maxi
Fruit,Neckargold,20,5,18,0.3,3,600,60,"[""loamy soil"",""sandy soil"",""clay soil""]","[""Mediterranean region"",""California"",""Southern Europe""]","[""Start of summer"",""late spring"",""early autumn""]",40,35,20,48,"[""nitrogen-based"",""phosphorus-based"",""potassium-based""]",4,60,36,2,neckargold
Flowering plant,Scarlet,25,5,20,0.3,4,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,scarlet
Flowering plant,Trebona,25,5,20,0.4,2,3000,60,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Summer""]",30,35,50,48,"[""Organic fertilizers"",""Slow-release fertilizers""]",4,24,12,2,trebona
Angiosperm,Angela,25,5,20,0.3,3,6000,70,"[""loam"",""sandy loam"",""clay loam""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",40,40,50,24,"[""nitrogen"",""phosphorus"",""potassium""]",4,36,12,1,angela
Flowering plant,Bull,25,10,20,0.4,5,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,1,bull
Flowering Plant,Plattrunde,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,100,0.5,plattrunde
Vegetable,Calabrese,20,5,18,0.4,3,600,60,"[""Sandy loam"",""Loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,36,18,0.5,calabrese
Sprouting,Sprouting Seeds,20,5,18,0.5,3,12000,60,"[""Sandy loam"",""Loamy sand""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Fall""]",20,35,20,12,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,10,6,1,sprouting
Flowering plant,Rubine,25,10,20,0.4,5,300,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,1,rubine
Fruit,Physalis,20,5,18,0.2,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""North America"",""South America"",""Europe""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,1,physalis
Vegetable,Tomatillo,25,5,20,0.3,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mexico"",""United States"",""Central America""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Fish Emulsion""]",2,60,24,0.5,tomatillo
Flowering plant,De,25,5,20,0.4,3,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Summer""]",30,40,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,1,de
Indoor Plant,Amsterdam,21,2.5,18,0.3,4,28800,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Living rooms"",""Bedrooms"",""Offices""]","[""Year-round""]",20,30,10,48,"[""General Purpose Fertilizer"",""Liquid Plant Food""]",4,12,8,0.25,amsterdam
Flowering Plant,Berlikum,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",35,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,1,berlikum
Flower,Flakkee,20,5,18,0.3,3,24000,60,"[""Loam"",""Sandy Loam""]","[""Garden"",""Greenhouse""]","[""Spring"",""Summer""]",30,35,15,48,"[""NPK"",""Compost""]",4,24,12,1,flakkee
Vegetable,Turnip,18,5,15,0.3,3,18000,60,"[""Sandy loam"",""Loamy sand"",""Silty clay"",""Silt loam""]","[""Cool temperate regions"",""Mediterranean climates""]","[""Spring"",""Fall""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,6,0.5,turnip
Indoor Plant,Compacta,22,2,20,0.3,3,6000,50,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Indoor"",""Greenhouses""]","[""Year-round""]",30,35,10,48,"[""Slow-release fertilizer"",""Liquid fertilizer""]",4,24,12,1,compacta
Flowering plant,Fidel,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Starts in spring""]",40,35,50,48,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,36,24,2,fidel
Flowering Plant,Mutabile,25,10,20,0.5,5,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,24,"[""NPK fertilizer"",""Organic compost""]",4,36,12,2,mutabile
Flowering Plant,Round,25°C,5 mm,20°C,0.3 m³/m³,2 mm/day,600 seconds,60%,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40 km/h,35°C,50 mm,24 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,0.5 in,round
Vegetable,Tondo,25,5,20,0.4,3,60000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""A"",""B"",""C""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""NPK"",""Compost""]",2,12,12,1,tondo
Flowering Plant,Gardenia,20,5,18,0.4,3,6000,70,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK"",""Compost""]",4,48,36,0.5,garden
Land,Landseed,23,10,20,0.3,5,3600,50,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,2,land
Vegetable,Watercress,18,5,15,0.4,3,3600,80,"[""Loamy"",""Sandy""]","[""Shaded areas near water bodies"",""Cool regions with mild summers""]","[""Spring"",""Autumn""]",40,30,20,4,"[""Nitrogen-rich fertilizer"",""Organic compost""]",3,24,12,0.25,watercress
Leafy vegetable,Wintercress,15,5,10,0.3,3,18000,60,"[""Loamy"",""Sandy loam""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Autumn""]",40,30,20,24,"[""Organic compost"",""Nitrogen-rich fertilizer""]",2,24,12,0.5,wintercress
Vegetable,Armenian,22,5,18,0.25,3,3600,60,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""California"",""Armenia""]","[""Summer"",""Late Spring""]",40,35,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,48,18,1,armenian
Flowering plant,Bono,25,10,20,0.3,5,3600,60,"[""loam"",""sandy loam"",""clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",40,35,50,48,"[""NPK"",""Organic compost""]",4,36,12,1,bono
Vegetable,Marketmore,24,5,22,0.3,4,3600,70,"[""Loam"",""Sandy loam""]","[""United States"",""Canada"",""Europe""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,18,1,marketmore
Herbaceous plant,Russian,20,5,18,0.3,4,600,60,"[""Loam"",""Clay"",""Sandy""]","[""Eastern Europe"",""Central Asia"",""Northern China""]","[""Spring"",""Summer"",""Autumn""]",30,35,10,48,"[""NPK"",""Compost"",""Fish Emulsion""]",4,24,12,0.5,russian
Fruit,Vorgebirgstrauben,24,5,18,0.3,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4,60,48,1,vorgebirgstrauben
Flowering Plant,Chiba,25,10,20,0.3,5,30000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,40,50,48,"[""NPK fertilizer"",""Organic compost""]",4,36,12,1,chiba
Hokkai,Hokkai Seed,15-20,5-10,12-15,0.2-0.3,3-5,18000-20000,70-80,"[""Loam"",""Sandy Loam"",""Clay""]","[""Coastal regions"",""Temperate regions""]","[""Start summer""]",30,35,50,48,"[""NPK"",""Compost""]",4-6,24-36,12-18,0.5-1,hokkai
Perennial,Aurelia,22,5,18,0.3,3,6000,70,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""NPK"",""Organic compost""]",4,24,12,1,aurelia
Indoor Plant,Bubikopf,18-24,N/A,20-25,0.3-0.5,N/A,N/A,40-60,"[""Well-draining soil""]","[""Indoor"",""Greenhouses""]","[""Year-round""]",N/A,30,N/A,1-2,"[""Liquid fertilizer""]",4-6,12,12x12,N/A,bubikopf
Leafy Vegetable,Castelfranco,18.5,5.2,15.3,0.2,3.8,24000,75,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Late Spring"",""Early Summer"",""Autumn""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,8,0.5,castelfranco
Flowering Plant,Di,25.6,5.2,18.3,0.25,2.1,28800,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",30,40,50,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,36,24,1,di
Vegetable,Etardo,25,5,20,0.3,3,3000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer""]",20,35,30,24,"[""NPK"",""Compost""]",2,36,12,1,etardo
Perennial,Fenice,25,5,20,0.5,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Southern Europe""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,fenice
Flowering Plant,Frastagliata,25,5,18,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Complete balanced fertilizer"",""Organic compost""]",4,24,12,0.5,frastagliata
Vegetable,Nettuno,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""California""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""NPK"",""Organic compost""]",4,24,12,0.5,nettuno
Flowering Plant,Piave,24.5,3.2,19.8,0.25,2.8,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.5,piave
Flowering plant,Pintone,25.5 °C,10.2 mm,22.3 °C,0.35 m³/m³,4.8 mm/day,3000 seconds,55%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",40 km/h,35 °C,50 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,2 in,pintone
Vegetable,Puntarella,20,5,15,0.3,4,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""California"",""Italy""]","[""Spring"",""Fall""]",40,35,30,48,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,20,12,0.5,puntarella
Flowering Plant,Rossa,25,5,20,0.3,4,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Starts in summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1.5,rossa
Perennial,Wallonne,20,5,18,0.2,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,wallonne
Flowering plant,Zeus,22,5,18,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK"",""Compost""]",4,24,12,2,zeus
Flowering Plant,Montebianco,20,5,15,0.3,3,600,70,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Mediterranean climates"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,montebianco
Flowering plant,Selma,25,10,20,0.4,5,3000,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,selma
Flowering Plant,Grosse,25,10,22,0.3,5,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,50,24,"[""NPK"",""Compost""]",4,36,12,1,grosse
Flowering Plant,Coquille,24,5,22,0.35,3,600,75,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,coquille
Perennial,Dark,25,5,20,0.3,4,3600,70,"[""Loam"",""Clay""]","[""Temperate climates"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,36,12,1,dark
Flowering Plant,Elan,20 °C,5 mm,15 °C,0.3 m³/m³,3 mm/day,3600 seconds,60%,"[""Loam"",""Sandy Loam"",""Clay"",""Silt""]","[""Temperate regions"",""Moderate climates""]","[""Spring"",""Summer""]",20 km/h,35 °C,50 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,0.5 in,elan
Fruit tree,Gala,20,5,15,0.3,2,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Compost""]",4,120,48,6,gala
Flowering plant,Vit,25.5,5.7,21.3,0.25,4.2,4500,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",30,38,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,vit
